sepal_length,sepal_width,petal_length,petal_width,species
5.54,4.31,1.74,0.1,Iris-setosa
5.25,2.41,1.23,0.13,Iris-setosa
5.21,3.74,1.1,0.29,Iris-setosa
4.98,3.08,1.11,0.31,Iris-setosa
5.43,2.45,1.07,0.28,Iris-setosa
5.71,3.7,1.61,0.28,Iris-setosa
5.19,2.32,1.57,0.56,Iris-setosa
5.22,4.13,1.65,0.16,Iris-setosa
5.65,2.44,1.48,0.17,Iris-setosa
4.32,3.19,1.27,0.34,Iris-setosa
5.17,2.39,1.11,0.38,Iris-setosa
4.81,3.83,1.59,0.52,Iris-setosa
5.34,3.2,1.61,0.24,Iris-setosa
4.76,3.96,1.4,0.5,Iris-setosa
5.53,4.1,1.82,0.32,Iris-setosa
4.78,3.52,1.33,0.4,Iris-setosa
5.36,3.75,1.34,0.18,Iris-setosa
4.95,2.6,1.8,0.27,Iris-setosa
4.53,2.35,1.58,0.42,Iris-setosa
4.81,2.45,1.37,0.26,Iris-setosa
5.32,3.57,1.33,0.21,Iris-setosa
5.78,3.25,1.62,0.17,Iris-setosa
5.03,2.36,1.45,0.58,Iris-setosa
4.88,2.38,1.03,0.29,Iris-setosa
4.54,2.35,1.68,0.33,Iris-setosa
4.73,4.19,1.1,0.58,Iris-setosa
4.77,4.17,1.54,0.51,Iris-setosa
5.78,2.91,1.87,0.29,Iris-setosa
4.88,3.01,1.49,0.18,Iris-setosa
5.13,3.44,1.69,0.52,Iris-setosa
4.96,2.93,1.23,0.2,Iris-setosa
4.39,3.02,1.24,0.58,Iris-setosa
5.14,3.03,1.52,0.17,Iris-setosa
4.97,3.62,1.44,0.3,Iris-setosa
5.79,4.15,1.56,0.38,Iris-setosa
5.23,2.72,1.36,0.12,Iris-setosa
5.01,3.44,1.2,0.58,Iris-setosa
5.66,3.82,1.48,0.53,Iris-setosa
4.5,3.96,1.11,0.5,Iris-setosa
4.71,4.14,1.85,0.17,Iris-setosa
4.99,4.36,1.44,0.53,Iris-setosa
5.18,3.09,1.26,0.2,Iris-setosa
5.44,3.11,1.46,0.35,Iris-setosa
5.17,4.12,1.88,0.3,Iris-setosa
5.54,3.91,1.52,0.58,Iris-setosa
4.6,2.53,1.77,0.32,Iris-setosa
5.57,4.18,1.06,0.54,Iris-setosa
4.97,3.37,1.56,0.56,Iris-setosa
4.33,3.3,1.62,0.46,Iris-setosa
5.34,2.58,1.27,0.28,Iris-setosa
5.51,2.89,1.19,0.58,Iris-setosa
4.31,4.4,1.61,0.51,Iris-setosa
4.74,2.33,1.66,0.52,Iris-setosa
5.41,2.6,1.68,0.48,Iris-setosa
5.29,3.91,1.76,0.41,Iris-setosa
4.43,3.32,1.07,0.3,Iris-setosa
4.91,2.44,1.31,0.16,Iris-setosa
5.51,4.29,1.07,0.58,Iris-setosa
5.08,2.93,1.07,0.35,Iris-setosa
5.49,3.78,1.05,0.14,Iris-setosa
4.9,2.92,1.21,0.24,Iris-setosa
5.51,4.25,1.36,0.55,Iris-setosa
4.78,3.3,1.2,0.42,Iris-setosa
5.77,3.57,1.32,0.42,Iris-setosa
4.48,4.17,1.45,0.32,Iris-setosa
5.18,3.61,1.06,0.44,Iris-setosa
4.66,3.8,1.74,0.5,Iris-setosa
5.13,3.39,1.13,0.49,Iris-setosa
4.71,3.34,1.26,0.17,Iris-setosa
5.24,2.41,1.67,0.26,Iris-setosa
4.3,3.37,1.04,0.24,Iris-setosa
5.36,2.43,1.76,0.1,Iris-setosa
4.67,3.86,1.28,0.15,Iris-setosa
4.84,2.87,1.76,0.26,Iris-setosa
5.48,4.17,1.39,0.55,Iris-setosa
4.87,4.32,1.08,0.44,Iris-setosa
5.04,3.11,1.57,0.45,Iris-setosa
4.31,2.65,1.64,0.43,Iris-setosa
5.75,3.9,1.86,0.45,Iris-setosa
4.75,2.52,1.7,0.42,Iris-setosa
4.37,3.06,1.86,0.35,Iris-setosa
4.95,3.26,1.19,0.28,Iris-setosa
4.85,2.41,1.69,0.31,Iris-setosa
5.53,4.09,1.19,0.43,Iris-setosa
5.01,4.15,1.19,0.44,Iris-setosa
5.21,2.92,1.12,0.43,Iris-setosa
5.41,2.96,1.58,0.3,Iris-setosa
5.37,2.72,1.8,0.24,Iris-setosa
4.85,2.42,1.1,0.36,Iris-setosa
4.7,4.05,1.01,0.29,Iris-setosa
4.81,2.34,1.11,0.31,Iris-setosa
5.04,3.15,1.48,0.4,Iris-setosa
4.31,3.27,1.87,0.36,Iris-setosa
5.32,2.95,1.7,0.49,Iris-setosa
5.08,4.35,1.11,0.11,Iris-setosa
5.46,4.0,1.11,0.23,Iris-setosa
4.33,2.92,1.7,0.36,Iris-setosa
4.82,3.08,1.0,0.25,Iris-setosa
5.27,4.35,1.76,0.11,Iris-setosa
5.65,3.94,1.7,0.33,Iris-setosa
4.9,2.94,1.06,0.21,Iris-setosa
4.67,3.32,1.67,0.34,Iris-setosa
4.39,4.31,1.85,0.49,Iris-setosa
5.79,3.44,1.87,0.14,Iris-setosa
4.85,2.77,1.18,0.17,Iris-setosa
5.23,3.94,1.52,0.17,Iris-setosa
5.52,3.64,1.35,0.44,Iris-setosa
4.69,3.02,1.83,0.25,Iris-setosa
5.0,4.17,1.64,0.13,Iris-setosa
4.52,2.32,1.57,0.32,Iris-setosa
4.5,4.31,1.48,0.22,Iris-setosa
5.05,3.73,1.07,0.24,Iris-setosa
5.51,3.27,1.49,0.32,Iris-setosa
4.37,2.65,1.4,0.2,Iris-setosa
4.37,4.07,1.88,0.5,Iris-setosa
5.58,2.81,1.86,0.2,Iris-setosa
5.73,4.39,1.64,0.59,Iris-setosa
5.15,2.85,1.39,0.4,Iris-setosa
4.41,3.61,1.88,0.2,Iris-setosa
5.49,4.21,1.85,0.58,Iris-setosa
5.08,4.35,1.68,0.18,Iris-setosa
5.02,3.81,1.22,0.42,Iris-setosa
5.3,2.64,1.51,0.49,Iris-setosa
5.05,2.33,1.01,0.28,Iris-setosa
5.69,2.78,1.57,0.21,Iris-setosa
4.78,4.08,1.66,0.15,Iris-setosa
4.94,2.36,1.43,0.43,Iris-setosa
4.48,2.91,1.36,0.56,Iris-setosa
5.79,2.39,1.68,0.29,Iris-setosa
4.89,3.88,1.83,0.58,Iris-setosa
5.17,3.05,1.71,0.23,Iris-setosa
5.15,3.05,1.59,0.22,Iris-setosa
4.59,4.23,1.09,0.35,Iris-setosa
4.63,2.38,1.03,0.19,Iris-setosa
5.6,2.89,1.86,0.39,Iris-setosa
4.95,3.52,1.47,0.48,Iris-setosa
4.72,3.04,1.8,0.57,Iris-setosa
5.64,3.18,1.7,0.34,Iris-setosa
5.05,2.73,1.53,0.19,Iris-setosa
4.8,4.1,1.19,0.14,Iris-setosa
4.4,4.28,1.46,0.3,Iris-setosa
5.52,4.06,1.3,0.45,Iris-setosa
5.46,3.67,1.14,0.54,Iris-setosa
5.11,2.89,1.38,0.12,Iris-setosa
4.49,3.91,1.0,0.31,Iris-setosa
5.08,2.41,1.88,0.21,Iris-setosa
4.76,2.94,1.21,0.1,Iris-setosa
5.39,4.33,1.2,0.43,Iris-setosa
5.41,4.08,1.38,0.25,Iris-setosa
4.79,3.8,1.74,0.19,Iris-setosa
4.86,4.19,1.73,0.59,Iris-setosa
5.43,3.13,1.53,0.43,Iris-setosa
4.42,3.44,1.64,0.18,Iris-setosa
5.47,3.53,1.86,0.12,Iris-setosa
4.7,3.56,1.27,0.46,Iris-setosa
5.44,2.52,1.46,0.35,Iris-setosa
4.85,4.26,1.74,0.45,Iris-setosa
5.37,3.27,1.83,0.45,Iris-setosa
5.39,4.11,1.25,0.5,Iris-setosa
4.59,3.03,1.3,0.59,Iris-setosa
5.58,3.77,1.65,0.38,Iris-setosa
5.72,3.34,1.34,0.18,Iris-setosa
5.48,3.84,1.35,0.11,Iris-setosa
5.56,2.32,1.63,0.59,Iris-setosa
4.96,2.79,1.63,0.51,Iris-setosa
5.12,4.33,1.05,0.35,Iris-setosa
5.38,4.11,1.16,0.5,Iris-setosa
5.13,3.13,1.12,0.53,Iris-setosa
4.54,2.95,1.26,0.54,Iris-setosa
5.31,3.97,1.23,0.41,Iris-setosa
5.16,4.05,1.82,0.11,Iris-setosa
5.31,2.41,1.49,0.24,Iris-setosa
4.76,3.04,1.56,0.27,Iris-setosa
5.4,3.15,1.06,0.49,Iris-setosa
4.73,3.21,1.62,0.27,Iris-setosa
4.38,3.09,1.85,0.42,Iris-setosa
5.31,3.63,1.18,0.31,Iris-setosa
5.43,2.51,1.25,0.24,Iris-setosa
4.95,4.36,1.06,0.36,Iris-setosa
4.57,4.34,1.1,0.3,Iris-setosa
5.41,3.78,1.38,0.27,Iris-setosa
4.9,2.85,1.18,0.34,Iris-setosa
4.7,2.9,1.59,0.58,Iris-setosa
5.21,2.46,1.07,0.58,Iris-setosa
4.75,2.49,1.54,0.41,Iris-setosa
5.27,2.86,1.01,0.58,Iris-setosa
4.68,3.72,1.64,0.41,Iris-setosa
4.77,2.87,1.54,0.53,Iris-setosa
5.72,2.52,1.14,0.57,Iris-setosa
5.4,4.15,1.18,0.39,Iris-setosa
5.35,3.73,1.37,0.11,Iris-setosa
5.17,2.83,1.41,0.58,Iris-setosa
4.9,4.06,1.17,0.44,Iris-setosa
5.77,2.51,1.01,0.32,Iris-setosa
4.44,3.87,1.82,0.32,Iris-setosa
4.69,3.21,1.65,0.1,Iris-setosa
5.18,3.59,1.57,0.22,Iris-setosa
5.37,2.49,1.18,0.54,Iris-setosa
5.41,2.33,1.22,0.21,Iris-setosa
4.71,2.82,1.06,0.33,Iris-setosa
5.4,3.57,1.61,0.14,Iris-setosa
5.73,4.06,1.72,0.51,Iris-setosa
5.7,3.44,1.18,0.41,Iris-setosa
5.41,3.85,1.47,0.13,Iris-setosa
4.86,4.23,1.53,0.37,Iris-setosa
4.7,3.07,1.81,0.43,Iris-setosa
5.48,3.25,1.57,0.22,Iris-setosa
5.36,3.2,1.4,0.42,Iris-setosa
5.7,2.43,1.74,0.25,Iris-setosa
4.97,2.35,1.27,0.35,Iris-setosa
4.38,3.33,1.83,0.15,Iris-setosa
5.45,3.16,1.59,0.23,Iris-setosa
4.54,2.64,1.06,0.19,Iris-setosa
5.3,4.15,1.73,0.44,Iris-setosa
4.47,2.91,1.28,0.22,Iris-setosa
5.07,3.42,1.32,0.28,Iris-setosa
5.54,3.96,1.28,0.56,Iris-setosa
5.73,2.99,1.32,0.35,Iris-setosa
5.71,4.14,1.09,0.3,Iris-setosa
5.13,3.36,1.17,0.53,Iris-setosa
5.32,4.06,1.77,0.47,Iris-setosa
4.96,3.58,1.14,0.44,Iris-setosa
4.57,3.76,1.21,0.16,Iris-setosa
4.55,2.3,1.65,0.47,Iris-setosa
5.07,2.64,1.08,0.11,Iris-setosa
4.55,4.17,1.22,0.28,Iris-setosa
4.46,2.77,1.47,0.4,Iris-setosa
4.67,2.42,1.35,0.22,Iris-setosa
4.63,4.32,1.55,0.38,Iris-setosa
4.92,3.2,1.49,0.45,Iris-setosa
5.35,2.66,1.45,0.31,Iris-setosa
5.61,3.63,1.48,0.16,Iris-setosa
5.21,2.55,1.3,0.17,Iris-setosa
5.34,2.73,1.35,0.55,Iris-setosa
4.61,3.37,1.38,0.11,Iris-setosa
5.49,2.44,1.43,0.38,Iris-setosa
5.24,3.75,1.23,0.1,Iris-setosa
5.39,3.42,1.75,0.51,Iris-setosa
5.56,3.32,1.3,0.5,Iris-setosa
4.98,2.69,1.77,0.54,Iris-setosa
5.0,2.46,1.35,0.5,Iris-setosa
5.65,2.73,1.06,0.54,Iris-setosa
4.88,3.44,1.87,0.13,Iris-setosa
5.27,2.46,1.34,0.5,Iris-setosa
4.95,4.39,1.5,0.26,Iris-setosa
4.63,3.04,1.34,0.13,Iris-setosa
4.85,3.27,1.65,0.43,Iris-setosa
5.36,2.32,1.2,0.43,Iris-setosa
5.03,2.31,1.72,0.49,Iris-setosa
5.12,2.44,1.69,0.39,Iris-setosa
5.47,3.88,1.72,0.36,Iris-setosa
4.51,3.71,1.56,0.47,Iris-setosa
4.55,2.71,1.8,0.47,Iris-setosa
5.66,3.89,1.54,0.43,Iris-setosa
5.63,3.52,1.57,0.18,Iris-setosa
5.01,3.8,1.24,0.2,Iris-setosa
4.77,2.81,1.19,0.31,Iris-setosa
5.66,3.36,1.17,0.14,Iris-setosa
5.34,3.1,1.74,0.43,Iris-setosa
5.49,2.87,1.62,0.23,Iris-setosa
5.71,3.64,1.29,0.23,Iris-setosa
4.59,3.76,1.2,0.4,Iris-setosa
4.7,3.69,1.73,0.49,Iris-setosa
5.44,2.69,1.08,0.45,Iris-setosa
4.85,3.21,1.03,0.23,Iris-setosa
4.35,4.15,1.22,0.38,Iris-setosa
4.36,3.7,1.29,0.55,Iris-setosa
5.63,2.98,1.81,0.6,Iris-setosa
5.54,4.07,1.22,0.39,Iris-setosa
4.4,2.5,1.9,0.26,Iris-setosa
5.42,3.99,1.77,0.6,Iris-setosa
4.66,2.38,1.37,0.17,Iris-setosa
4.33,3.06,1.71,0.38,Iris-setosa
4.77,3.67,1.21,0.11,Iris-setosa
5.45,3.61,1.69,0.12,Iris-setosa
5.56,3.6,1.51,0.41,Iris-setosa
5.6,3.53,1.52,0.6,Iris-setosa
5.44,3.23,1.64,0.29,Iris-setosa
4.64,3.55,1.84,0.56,Iris-setosa
4.81,3.41,1.19,0.6,Iris-setosa
5.77,3.66,1.72,0.46,Iris-setosa
5.19,2.41,1.41,0.44,Iris-setosa
5.32,3.08,1.85,0.18,Iris-setosa
5.05,3.75,1.63,0.42,Iris-setosa
4.71,2.63,1.57,0.4,Iris-setosa
4.57,3.78,1.41,0.43,Iris-setosa
5.56,2.66,1.02,0.49,Iris-setosa
5.21,3.77,1.75,0.5,Iris-setosa
5.74,3.43,1.44,0.3,Iris-setosa
4.53,3.5,1.25,0.56,Iris-setosa
5.17,3.54,1.32,0.13,Iris-setosa
4.35,3.19,1.08,0.4,Iris-setosa
5.62,4.15,1.59,0.21,Iris-setosa
5.59,4.16,1.18,0.47,Iris-setosa
4.73,3.99,1.9,0.12,Iris-setosa
5.65,3.61,1.88,0.33,Iris-setosa
5.57,2.43,1.3,0.13,Iris-setosa
5.76,4.02,1.77,0.57,Iris-setosa
4.43,3.11,1.06,0.21,Iris-setosa
4.64,3.29,1.24,0.15,Iris-setosa
4.55,2.61,1.88,0.48,Iris-setosa
5.75,3.22,1.25,0.5,Iris-setosa
4.79,2.93,1.21,0.16,Iris-setosa
4.68,3.05,1.61,0.13,Iris-setosa
4.62,4.0,1.13,0.27,Iris-setosa
5.6,2.63,1.07,0.34,Iris-setosa
4.75,3.48,1.72,0.17,Iris-setosa
5.17,3.36,1.13,0.41,Iris-setosa
4.71,3.32,1.07,0.33,Iris-setosa
4.76,4.03,1.05,0.31,Iris-setosa
4.99,3.82,1.52,0.43,Iris-setosa
5.47,4.11,1.28,0.37,Iris-setosa
5.56,4.38,1.8,0.29,Iris-setosa
4.59,3.33,1.67,0.35,Iris-setosa
5.02,4.06,1.33,0.53,Iris-setosa
4.91,2.99,1.41,0.48,Iris-setosa
4.49,2.71,1.86,0.19,Iris-setosa
5.15,3.52,1.44,0.42,Iris-setosa
4.64,3.46,1.33,0.43,Iris-setosa
4.51,3.5,1.17,0.24,Iris-setosa
4.63,2.68,1.74,0.24,Iris-setosa
5.69,4.34,1.51,0.17,Iris-setosa
4.86,3.98,1.33,0.14,Iris-setosa
5.14,4.07,1.72,0.19,Iris-setosa
5.31,2.76,1.2,0.54,Iris-setosa
4.67,2.85,1.0,0.54,Iris-setosa
5.49,3.62,1.68,0.18,Iris-setosa
4.99,3.04,1.08,0.34,Iris-setosa
5.68,2.38,1.26,0.2,Iris-setosa
4.66,4.21,1.42,0.33,Iris-setosa
5.44,2.62,1.44,0.31,Iris-setosa
5.2,4.4,1.69,0.3,Iris-setosa
5.54,2.66,1.03,0.2,Iris-setosa
4.81,3.37,1.55,0.56,Iris-setosa
5.06,3.35,1.05,0.12,Iris-setosa
5.13,3.22,1.76,0.18,Iris-setosa
4.34,3.24,1.21,0.12,Iris-setosa
5.39,2.53,1.55,0.24,Iris-setosa
4.56,3.1,1.72,0.3,Iris-setosa
5.43,2.56,1.7,0.22,Iris-setosa
5.32,3.49,1.84,0.29,Iris-setosa
4.4,2.34,1.74,0.36,Iris-setosa
5.46,2.79,1.31,0.12,Iris-setosa
5.74,3.7,1.84,0.23,Iris-setosa
5.22,3.72,1.29,0.52,Iris-setosa
5.72,4.16,1.67,0.24,Iris-setosa
4.72,4.32,1.01,0.46,Iris-setosa
5.36,3.61,1.89,0.26,Iris-setosa
4.81,2.47,1.4,0.23,Iris-setosa
4.82,4.05,1.84,0.19,Iris-setosa
4.86,4.25,1.06,0.15,Iris-setosa
4.54,3.55,1.14,0.58,Iris-setosa
4.97,3.35,1.22,0.34,Iris-setosa
5.29,3.88,1.68,0.39,Iris-setosa
5.66,4.02,1.68,0.13,Iris-setosa
4.31,2.75,1.6,0.31,Iris-setosa
4.9,4.16,1.81,0.55,Iris-setosa
4.77,3.75,1.24,0.2,Iris-setosa
4.58,3.02,1.39,0.52,Iris-setosa
4.48,3.84,1.48,0.24,Iris-setosa
5.04,2.93,1.54,0.32,Iris-setosa
4.55,2.54,1.49,0.55,Iris-setosa
4.82,3.84,1.59,0.57,Iris-setosa
5.53,3.49,1.59,0.55,Iris-setosa
4.9,2.99,1.01,0.51,Iris-setosa
5.5,2.52,1.52,0.33,Iris-setosa
4.48,4.36,1.19,0.13,Iris-setosa
5.19,3.85,1.03,0.43,Iris-setosa
5.1,2.52,1.16,0.38,Iris-setosa
4.74,4.27,1.74,0.59,Iris-setosa
4.69,4.34,1.39,0.27,Iris-setosa
4.38,2.41,1.62,0.33,Iris-setosa
4.64,3.59,1.23,0.39,Iris-setosa
4.84,4.03,1.74,0.34,Iris-setosa
4.83,3.06,1.73,0.26,Iris-setosa
4.61,2.48,1.42,0.34,Iris-setosa
5.56,2.76,1.34,0.5,Iris-setosa
5.54,3.11,1.41,0.25,Iris-setosa
5.7,2.55,1.84,0.44,Iris-setosa
5.1,2.37,1.43,0.3,Iris-setosa
4.54,3.68,1.87,0.38,Iris-setosa
5.37,2.44,1.38,0.16,Iris-setosa
5.22,4.27,1.6,0.14,Iris-setosa
4.83,3.46,1.36,0.52,Iris-setosa
5.52,3.58,1.34,0.23,Iris-setosa
4.46,3.05,1.37,0.44,Iris-setosa
5.29,2.45,1.36,0.19,Iris-setosa
4.54,4.04,1.04,0.31,Iris-setosa
4.55,4.15,1.5,0.22,Iris-setosa
5.05,3.84,1.86,0.21,Iris-setosa
5.63,4.26,1.82,0.42,Iris-setosa
5.24,3.15,1.68,0.37,Iris-setosa
5.32,3.2,1.66,0.51,Iris-setosa
4.52,4.05,1.49,0.52,Iris-setosa
4.95,3.1,1.82,0.23,Iris-setosa
5.57,3.32,1.46,0.25,Iris-setosa
5.16,2.98,1.04,0.24,Iris-setosa
4.31,4.35,1.87,0.3,Iris-setosa
5.39,3.03,1.6,0.5,Iris-setosa
5.72,3.14,1.7,0.23,Iris-setosa
5.79,2.35,1.54,0.43,Iris-setosa
5.33,2.55,1.84,0.19,Iris-setosa
5.23,2.77,1.28,0.37,Iris-setosa
4.93,2.64,1.15,0.31,Iris-setosa
5.44,4.19,1.08,0.3,Iris-setosa
4.45,2.33,1.6,0.4,Iris-setosa
4.54,2.79,1.02,0.52,Iris-setosa
5.76,2.58,1.21,0.53,Iris-setosa
5.69,3.18,1.05,0.12,Iris-setosa
5.16,3.13,1.03,0.39,Iris-setosa
4.32,3.95,1.28,0.12,Iris-setosa
5.18,3.14,1.88,0.37,Iris-setosa
4.71,3.79,1.24,0.55,Iris-setosa
4.86,3.45,1.05,0.31,Iris-setosa
5.55,3.99,1.2,0.21,Iris-setosa
5.53,4.25,1.09,0.33,Iris-setosa
4.81,4.13,1.08,0.21,Iris-setosa
5.43,2.41,1.44,0.32,Iris-setosa
4.8,3.13,1.48,0.18,Iris-setosa
5.16,3.99,1.68,0.18,Iris-setosa
4.52,2.86,1.32,0.3,Iris-setosa
5.32,2.42,1.03,0.3,Iris-setosa
5.35,2.71,1.58,0.23,Iris-setosa
5.63,4.18,1.27,0.21,Iris-setosa
4.92,2.81,1.61,0.51,Iris-setosa
5.31,4.03,1.36,0.18,Iris-setosa
5.41,3.06,1.6,0.24,Iris-setosa
4.42,4.38,1.14,0.59,Iris-setosa
5.77,3.97,1.59,0.39,Iris-setosa
5.6,2.91,1.42,0.41,Iris-setosa
4.92,3.2,1.3,0.38,Iris-setosa
5.58,2.72,1.84,0.44,Iris-setosa
5.53,3.47,1.7,0.11,Iris-setosa
5.53,2.38,1.8,0.6,Iris-setosa
4.74,2.74,1.69,0.23,Iris-setosa
5.6,2.52,1.11,0.59,Iris-setosa
5.31,4.08,1.29,0.44,Iris-setosa
5.19,3.57,1.61,0.39,Iris-setosa
4.94,2.88,1.69,0.21,Iris-setosa
5.34,2.79,1.56,0.47,Iris-setosa
4.63,2.43,1.12,0.4,Iris-setosa
5.57,2.39,1.66,0.27,Iris-setosa
5.02,4.25,1.3,0.33,Iris-setosa
4.32,2.47,1.23,0.11,Iris-setosa
5.25,3.2,1.49,0.19,Iris-setosa
4.74,3.69,1.87,0.13,Iris-setosa
5.64,3.51,1.51,0.35,Iris-setosa
4.4,2.49,1.54,0.27,Iris-setosa
5.68,3.15,1.13,0.46,Iris-setosa
4.74,3.4,1.63,0.55,Iris-setosa
5.49,3.72,1.61,0.57,Iris-setosa
4.74,2.3,1.24,0.21,Iris-setosa
5.29,3.63,1.53,0.11,Iris-setosa
5.39,2.98,1.6,0.38,Iris-setosa
4.81,2.58,1.08,0.52,Iris-setosa
5.68,3.66,1.09,0.3,Iris-setosa
5.39,3.94,1.11,0.1,Iris-setosa
5.37,3.05,1.23,0.11,Iris-setosa
5.11,4.09,1.86,0.38,Iris-setosa
5.07,2.48,1.49,0.29,Iris-setosa
5.21,3.12,1.22,0.15,Iris-setosa
4.77,2.5,1.16,0.59,Iris-setosa
4.97,3.42,1.79,0.6,Iris-setosa
5.17,4.01,1.29,0.25,Iris-setosa
4.9,3.71,1.61,0.26,Iris-setosa
4.5,3.63,1.12,0.39,Iris-setosa
5.34,3.77,1.68,0.54,Iris-setosa
5.05,3.83,1.56,0.19,Iris-setosa
4.34,2.9,1.4,0.41,Iris-setosa
5.57,2.71,1.11,0.58,Iris-setosa
4.46,3.3,1.53,0.37,Iris-setosa
4.43,2.42,1.09,0.39,Iris-setosa
5.12,2.79,1.57,0.51,Iris-setosa
4.36,3.35,1.62,0.23,Iris-setosa
4.76,3.59,1.81,0.5,Iris-setosa
5.17,3.83,1.33,0.42,Iris-setosa
5.0,2.7,1.63,0.38,Iris-setosa
4.84,4.21,1.02,0.26,Iris-setosa
4.39,3.91,1.63,0.27,Iris-setosa
5.31,3.13,1.68,0.33,Iris-setosa
4.92,4.26,1.23,0.16,Iris-setosa
5.18,4.34,1.34,0.13,Iris-setosa
4.81,3.36,1.15,0.43,Iris-setosa
5.8,3.25,1.32,0.3,Iris-setosa
4.47,4.15,1.37,0.29,Iris-setosa
5.29,3.23,1.58,0.13,Iris-setosa
5.52,4.28,1.58,0.58,Iris-setosa
4.53,3.3,1.54,0.39,Iris-setosa
4.9,3.01,1.11,0.3,Iris-setosa
4.54,3.84,1.19,0.13,Iris-setosa
5.13,3.55,1.78,0.39,Iris-setosa
4.82,3.99,1.49,0.14,Iris-setosa
5.15,4.21,1.36,0.25,Iris-setosa
4.52,2.62,1.39,0.4,Iris-setosa
4.42,4.27,1.68,0.39,Iris-setosa
5.54,2.47,1.43,0.42,Iris-setosa
5.54,3.95,1.25,0.57,Iris-setosa
4.49,4.14,1.87,0.19,Iris-setosa
5.38,2.38,1.36,0.36,Iris-setosa
5.17,4.27,1.61,0.34,Iris-setosa
5.51,4.3,1.02,0.59,Iris-setosa
4.43,4.01,1.25,0.17,Iris-setosa
4.96,3.65,1.34,0.13,Iris-setosa
5.2,4.2,1.34,0.21,Iris-setosa
4.96,2.4,1.74,0.51,Iris-setosa
5.18,3.04,1.72,0.38,Iris-setosa
5.54,3.63,1.71,0.4,Iris-setosa
4.92,4.31,1.49,0.4,Iris-setosa
4.63,3.61,1.51,0.19,Iris-setosa
4.39,3.57,1.69,0.36,Iris-setosa
4.64,3.7,1.07,0.32,Iris-setosa
4.55,2.69,1.18,0.29,Iris-setosa
4.38,3.14,1.46,0.34,Iris-setosa
4.87,4.06,1.13,0.35,Iris-setosa
4.39,2.45,1.52,0.38,Iris-setosa
5.62,3.47,1.86,0.12,Iris-setosa
4.45,2.39,1.17,0.37,Iris-setosa
5.27,2.4,1.85,0.52,Iris-setosa
4.74,2.46,1.15,0.16,Iris-setosa
4.48,3.39,1.22,0.28,Iris-setosa
5.78,3.74,1.85,0.17,Iris-setosa
4.87,3.46,1.07,0.1,Iris-setosa
5.31,3.65,1.37,0.34,Iris-setosa
4.92,2.35,1.3,0.19,Iris-setosa
4.45,4.31,1.54,0.46,Iris-setosa
4.77,3.13,1.21,0.15,Iris-setosa
4.57,3.97,1.61,0.37,Iris-setosa
5.01,4.24,1.07,0.24,Iris-setosa
4.82,3.94,1.89,0.22,Iris-setosa
5.61,4.04,1.2,0.3,Iris-setosa
4.91,4.35,1.16,0.5,Iris-setosa
4.8,3.83,1.38,0.39,Iris-setosa
5.55,3.99,1.78,0.13,Iris-setosa
5.34,2.59,1.37,0.37,Iris-setosa
4.9,3.39,1.9,0.17,Iris-setosa
5.31,3.13,1.12,0.18,Iris-setosa
5.72,4.15,1.82,0.6,Iris-setosa
4.61,3.05,1.6,0.34,Iris-setosa
4.93,3.05,1.53,0.39,Iris-setosa
4.54,3.29,1.5,0.39,Iris-setosa
4.62,3.86,1.02,0.28,Iris-setosa
5.47,3.48,1.24,0.45,Iris-setosa
5.15,3.97,1.66,0.41,Iris-setosa
5.03,2.58,1.24,0.31,Iris-setosa
5.2,3.38,1.26,0.1,Iris-setosa
5.04,2.9,1.66,0.11,Iris-setosa
5.18,4.28,1.16,0.34,Iris-setosa
4.44,3.61,1.5,0.3,Iris-setosa
5.08,4.18,1.18,0.11,Iris-setosa
5.59,3.51,1.8,0.4,Iris-setosa
5.52,3.2,1.67,0.56,Iris-setosa
5.16,2.68,1.24,0.2,Iris-setosa
4.67,2.94,1.5,0.39,Iris-setosa
4.94,3.59,1.07,0.14,Iris-setosa
4.56,3.39,1.19,0.24,Iris-setosa
4.9,4.0,1.01,0.42,Iris-setosa
5.3,3.98,1.84,0.11,Iris-setosa
4.53,4.16,1.41,0.38,Iris-setosa
5.29,3.73,1.84,0.6,Iris-setosa
5.38,2.9,1.79,0.12,Iris-setosa
4.65,4.18,1.23,0.21,Iris-setosa
4.51,4.1,1.45,0.44,Iris-setosa
4.66,3.89,1.68,0.26,Iris-setosa
4.92,2.74,1.88,0.42,Iris-setosa
5.7,2.94,1.7,0.48,Iris-setosa
5.34,4.33,1.35,0.17,Iris-setosa
5.31,3.83,1.52,0.2,Iris-setosa
5.06,2.96,1.38,0.42,Iris-setosa
5.42,2.79,1.36,0.23,Iris-setosa
4.6,3.95,1.82,0.29,Iris-setosa
5.43,4.18,1.76,0.19,Iris-setosa
5.73,3.09,1.31,0.13,Iris-setosa
5.03,2.53,1.22,0.26,Iris-setosa
5.51,4.14,1.27,0.53,Iris-setosa
5.59,3.91,1.13,0.45,Iris-setosa
5.72,3.73,1.3,0.35,Iris-setosa
5.27,3.37,1.11,0.26,Iris-setosa
5.5,4.11,1.12,0.58,Iris-setosa
4.79,3.69,1.68,0.51,Iris-setosa
5.72,2.96,1.77,0.17,Iris-setosa
5.36,3.86,1.61,0.23,Iris-setosa
5.61,2.65,1.05,0.46,Iris-setosa
